Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,BbAvH,BbAvD,BbAvA,HValue,AValue,HAcc,AAcc,HConv,AConv,HCurrentPoints,ACurrentPoints,FTHG_5Avg,FTAG_5Avg,HS_5Avg,AS_5Avg,HST_5Avg,AST_5Avg,HAcc_5Avg,AAcc_5Avg,HConv_5Avg,AConv_5Avg,HRating,ARating,Value_Diff,CurrentPoints_Diff,Rating_Diff,FTG_5Avg_Diff,S_5Avg_Diff,ST_5Avg_Diff,Acc_5Avg_Diff,Conv_5Avg_Diff
2016-2017,2016-11-05,Bournemouth,Sunderland,1,2,A,22,9,7,4,1.62,4.05,5.59,0.13332509830564304,0.0,0.31818167355378474,0.44444395061783265,0.04545452479339782,0.22222197530891633,12,2,1.8,0.8,13.6,8.4,3.4,2.0,0.20893924775379036,0.25471818822008385,0.10757568583568192,0.1316014355061607,-0.548392375,-0.350344046,0.13332509830564304,10,-0.19804832900000002,1.0,5.199999999999999,1.4,-0.045778940466293494,-0.024025749670478797
2016-2017,2016-11-05,Burnley,Crystal Palace,3,2,H,14,16,7,5,3.32,3.25,2.31,0.035575319622012234,0.22259869374289473,0.49999964285739795,0.31249980468762206,0.21428556122459913,0.12499992187504883,11,11,1.0,1.4,9.0,14.4,2.0,4.4,0.21010965232694545,0.3622977636167546,0.10854687994026355,0.11583838890354455,0.0,-0.30005833600000004,-0.1870233741208825,0,0.30005833600000004,-0.3999999999999999,-5.4,-2.4000000000000004,-0.15218811128980914,-0.007291508963280999
2016-2017,2016-11-06,Arsenal,Tottenham,1,1,D,15,10,2,3,1.94,3.53,4.11,0.8165647581989995,0.6494059428010966,0.1333332444445037,0.2999997000003,0.06666662222225185,0.0999999000001,23,20,2.2,1.2,15.6,18.0,5.2,5.8,0.3575394109231623,0.335778229642124,0.12956341370036667,0.0709127275579128,0.7246789640000001,0.849825768,0.1671588153979029,3,-0.1251468039999999,1.0000000000000002,-2.4000000000000004,-0.5999999999999996,0.021761181281038322,0.058650686142453876
2016-2017,2016-11-06,Hull,Southampton,2,1,H,6,19,2,7,5.46,3.71,1.7,0.0,0.31136176188671677,0.33333277777870374,0.36842085872586383,0.33333277777870374,0.05263155124655198,7,13,0.4,1.4,7.6,15.6,2.4,6.2,0.34217094542610893,0.36215062275067006,0.11818130165540756,0.084313646225915,0.0,0.44823103200000003,-0.31136176188671677,-6,-0.44823103200000003,-0.9999999999999999,-8.0,-3.8000000000000003,-0.01997967732456113,0.03386765542949256
2016-2017,2016-11-06,Leicester,West Brom,1,2,A,5,11,2,5,1.78,3.55,5.11,0.3070224198628868,0.0,0.39999920000160005,0.45454504132268975,0.19999960000080003,0.1818180165290759,12,10,1.0,0.8,9.4,9.8,1.8,3.2,0.16261421115658914,0.30457483563518567,0.08862735466371573,0.09232014302074286,0.799983307,-0.35033764700000003,0.3070224198628868,2,1.1503209540000001,0.19999999999999996,-0.40000000000000036,-1.4000000000000001,-0.14196062447859653,-0.0036927883570271325
2016-2017,2016-11-06,Liverpool,Watford,6,1,H,28,11,17,8,1.28,5.9,11.25,0.6084861960348342,0.159893894474042,0.6071426403061999,0.7272720661163036,0.21428563775512938,0.09090900826453795,23,15,2.6,0.8,19.4,13.0,7.6,2.8,0.3926468233249003,0.27235256106762556,0.11957860593602385,0.08262017788287565,0.324947709,-0.250205061,0.4485923015607922,8,0.57515277,1.8,6.399999999999999,4.8,0.12029426225727474,0.036958428053148196
2016-2017,2016-11-06,Swansea,Man United,1,3,A,6,9,1,3,4.82,3.87,1.74,0.0,1.0,0.16666638888935187,0.3333329629633745,0.16666638888935187,0.3333329629633745,5,15,1.0,1.0,11.8,20.0,5.0,6.6,0.4208537780578493,0.31303070614457157,0.08543948348259389,0.05833329861113209,-0.25106343600000003,0.349578226,-1.0,-10,-0.600641662,0.0,-8.2,-1.5999999999999996,0.10782307191327772,0.027106184871461804
2016-2017,2016-11-19,Watford,Leicester,2,1,H,10,10,3,2,2.8,3.24,2.67,0.14767463405595702,0.3324268295401351,0.2999997000003,0.1999998000002,0.1999998000002,0.0999999000001,15,12,1.0,1.0,12.8,8.4,3.8,1.6,0.36780701595751825,0.18261411115684917,0.10080197953578322,0.10862729466385575,-0.250205061,0.799983307,-0.18475219548417807,3,-1.050188368,0.0,4.4,2.1999999999999997,0.18519290480066908,-0.007825315128072524
2016-2017,2016-11-19,Tottenham,West Ham,3,2,H,14,11,6,3,1.5,4.4,6.85,0.5997776542523624,0.3936158355810169,0.42857112244919826,0.2727270247936138,0.21428556122459913,0.1818180165290759,21,11,1.0,0.8,16.2,14.6,5.4,2.8,0.3431466183956321,0.20831742232248388,0.06986008705931199,0.059415155557993884,0.849825768,0.35134756100000003,0.20616181867134548,10,0.49847820699999995,0.19999999999999996,1.5999999999999996,2.6000000000000005,0.13482919607314822,0.010444931501318103
2016-2017,2016-11-19,Sunderland,Hull,3,0,H,11,17,4,7,2.11,3.29,3.79,0.0,0.0,0.3636360330581518,0.41176446366796254,0.2727270247936138,0.0,5,10,0.8,0.6,8.0,8.4,2.0,2.6,0.27087977173202,0.30883800097934966,0.1396822272621288,0.08484835720864833,-0.350344046,0.0,0.0,-5,-0.350344046,0.20000000000000007,-0.40000000000000036,-0.6000000000000001,-0.03795822924732967,0.05483387005348048
2016-2017,2016-11-19,Stoke,Bournemouth,0,1,A,14,9,6,2,2.25,3.38,3.34,0.0,0.14435701388734087,0.42857112244919826,0.22222197530891633,0.0,0.11111098765445816,13,12,1.8,1.8,13.2,15.6,5.2,4.6,0.45182027978627304,0.25590892968675794,0.13608765285090385,0.09999993801657214,-0.35084001,-0.548392375,-0.14435701388734087,1,0.19755236500000006,0.0,-2.4000000000000004,0.6000000000000005,0.1959113500995151,0.03608771483433171
2016-2017,2016-11-19,Southampton,Liverpool,0,0,D,3,15,0,2,3.33,3.46,2.21,0.2875671669445989,0.6588350683221507,0.0,0.1333332444445037,0.0,0.0,13,26,1.0,2.8,15.8,18.6,5.8,8.6,0.33583485005136754,0.439075374823633,0.061506641660400284,0.13118574325267168,0.44823103200000003,0.324947709,-0.3712679013775518,-13,0.12328332300000006,-1.7999999999999998,-2.8000000000000007,-2.8,-0.10324052477226547,-0.06967910159227139
2016-2017,2016-11-19,Everton,Swansea,1,1,D,14,5,6,3,1.58,4.17,5.98,0.3677145739402549,0.0,0.42857112244919826,0.5999988000024,0.0714285204081997,0.19999960000080003,18,5,1.0,1.0,10.8,10.4,3.8,4.2,0.33007485331295594,0.37726403808419495,0.11558044091937622,0.1033881577101593,0.100197865,-0.25106343600000003,0.3677145739402549,13,0.351261301,0.0,0.40000000000000036,-0.40000000000000036,-0.04718918477123901,0.01219228320921692
2016-2017,2016-11-19,Crystal Palace,Man City,1,2,A,9,10,2,4,6.09,4.38,1.54,0.20558746628785543,0.9518512739350438,0.22222197530891633,0.3999996000004,0.11111098765445816,0.1999998000002,11,24,1.2,1.4,13.6,18.2,4.6,6.4,0.38479774455426907,0.3592579284154624,0.11083838827854682,0.07090723108560879,-0.30005833600000004,0.7505748720000001,-0.7462638076471884,-13,-1.050633208,-0.19999999999999996,-4.6,-1.8000000000000007,0.02553981613880668,0.039931157192938035
2016-2017,2016-11-19,Man United,Arsenal,1,1,D,12,5,5,1,2.54,3.26,2.92,0.9235789430341961,0.8841309823677581,0.4166663194447338,0.19999960000080003,0.08333326388894677,0.19999960000080003,18,24,0.8,1.8,18.6,15.8,5.8,4.6,0.2921973534247123,0.3127775394038633,0.07499992245378746,0.1000396258998972,0.349578226,0.7246789640000001,0.039447960666437965,-6,-0.3751007380000001,-1.0,2.8000000000000007,1.2000000000000002,-0.02058018597915101,-0.025039703446109743
2016-2017,2016-11-20,Middlesbrough,Chelsea,0,1,A,12,13,1,3,6.43,4.11,1.56,0.0,0.9479280444038252,0.08333326388894677,0.23076905325457442,0.0,0.07692301775152481,11,25,0.8,3.2,9.0,17.2,3.2,7.4,0.3793934392049053,0.4359387919930984,0.10222207753109162,0.19121283485036494,0.0,0.152728823,-0.9479280444038252,-14,-0.152728823,-2.4000000000000004,-8.2,-4.2,-0.05654535278819306,-0.08899075731927332
2016-2017,2016-11-21,West Brom,Burnley,4,0,H,16,5,6,2,1.92,3.33,4.46,0.0,0.03851898085196496,0.3749997656251465,0.39999920000160005,0.24999984375009765,0.0,13,14,1.0,1.2,10.2,9.2,3.6,2.6,0.32881725130704875,0.2485711666972052,0.10646154879566641,0.12063478508457348,-0.35033764700000003,0.0,-0.03851898085196496,-1,-0.35033764700000003,-0.19999999999999996,1.0,1.0,0.08024608460984356,-0.01417323628890707
2016-2017,2016-11-26,Liverpool,Sunderland,2,0,H,27,6,7,1,1.17,7.85,16.08,0.6084861960348342,0.0,0.25925916323734693,0.16666638888935187,0.07407404663924198,0.0,27,8,2.4,1.2,18.0,8.8,7.8,2.4,0.39907539408288356,0.28646420283332963,0.1089635333761216,0.16565624446569122,0.324947709,-0.350344046,0.6084861960348342,19,0.6752917549999999,1.2,9.2,5.4,0.11261119124955393,-0.05669271108956962
2016-2017,2016-11-26,Swansea,Crystal Palace,5,4,H,18,12,9,4,2.61,3.27,2.83,0.0,0.22259869374289473,0.49999972222237654,0.33333305555578707,0.27777762345687584,0.33333305555578707,6,11,1.0,1.2,9.8,13.4,4.2,4.6,0.4222638918345577,0.38924217961601226,0.11838810896028025,0.11306060580941846,-0.25106343600000003,-0.30005833600000004,-0.22259869374289473,-5,0.04899490000000001,-0.19999999999999996,-3.5999999999999996,-0.39999999999999947,0.03302171221854544,0.005327503150861793
2016-2017,2016-11-26,Leicester,Middlesbrough,2,2,D,11,6,3,2,1.88,3.52,4.45,0.3070224198628868,0.0,0.2727270247936138,0.33333277777870374,0.1818180165290759,0.33333277777870374,12,11,1.2,0.6,8.6,9.6,1.8,2.8,0.20039187362599753,0.3293934993900197,0.12862727466387575,0.0799998800002,0.799983307,0.0,0.3070224198628868,1,0.799983307,0.6,-1.0,-0.9999999999999998,-0.1290016257640222,0.048627394663675744
2016-2017,2016-11-26,Chelsea,Tottenham,2,1,H,9,12,5,6,1.76,3.76,4.85,0.8754863813229573,0.6494059428010966,0.5555549382722909,0.49999958333368055,0.22222197530891633,0.08333326388894677,28,24,3.0,1.2,15.4,16.4,6.2,5.2,0.4002744580158972,0.32116861803333696,0.18841562848331075,0.0819479922036219,0.152728823,0.849825768,0.22608043852186066,4,-0.697096945,1.8,-0.9999999999999982,1.0,0.07910583998256027,0.10646763627968886
2016-2017,2016-11-26,Burnley,Man City,1,2,A,10,21,5,5,9.52,5.83,1.31,0.035575319622012234,0.9518512739350438,0.49999950000050003,0.2380951247166073,0.0999999000001,0.09523804988664292,14,27,1.2,1.8,8.2,17.8,2.8,6.0,0.30857102669750525,0.33925793174880625,0.12063478508457348,0.1109071910856488,0.0,0.7505748720000001,-0.9162759543130315,-13,-0.7505748720000001,-0.6000000000000001,-9.600000000000001,-3.2,-0.030686905051301006,0.009727593998924686
2016-2017,2016-11-26,Hull,West Brom,1,1,D,10,11,4,2,3.1,3.13,2.5,0.0,0.0,0.3999996000004,0.1818180165290759,0.0999999000001,0.09090900826453795,10,16,0.6,1.6,10.2,10.0,3.4,3.4,0.31619098746282503,0.32146431169848555,0.08484835720864833,0.14469681858374414,0.0,-0.35033764700000003,0.0,-6,0.35033764700000003,-1.0,0.1999999999999993,0.0,-0.005273324235660515,-0.05984846137509581
2016-2017,2016-11-27,Arsenal,Bournemouth,3,1,H,16,9,3,3,1.42,4.83,7.8,0.8165647581989995,0.14435701388734087,0.18749988281257324,0.3333329629633745,0.18749988281257324,0.11111098765445816,25,15,1.8,1.6,13.2,15.2,4.2,4.6,0.31944414458919823,0.26398972144272603,0.1289284409617822,0.08585853224164859,0.7246789640000001,-0.548392375,0.6722077443116586,10,1.2730713390000001,0.19999999999999996,-2.0,-0.39999999999999947,0.0554544231464722,0.043069908720133596
2016-2017,2016-11-27,Man United,West Ham,1,1,D,17,6,8,2,1.48,4.48,7.07,0.9235789430341961,0.3936158355810169,0.4705879584776715,0.33333277777870374,0.058823494809708936,0.16666638888935187,19,11,0.8,1.0,16.2,13.0,5.0,3.0,0.30053064856364603,0.2418102067825858,0.08333324537046424,0.08525244861449865,0.349578226,0.35134756100000003,0.5299631074531792,8,-0.0017693350000000385,-0.19999999999999996,3.1999999999999993,2.0,0.05872044178106023,-0.001919203244034412
2016-2017,2016-11-27,Southampton,Everton,1,0,H,17,13,7,1,2.15,3.35,3.6,0.2875671669445989,0.39814092418804753,0.41176446366796254,0.07692301775152481,0.058823494809708936,0.0,14,19,1.0,1.0,14.2,11.0,4.8,4.4,0.24492584178682955,0.3696352671518808,0.061506641660400284,0.11448154145071118,0.44823103200000003,0.100197865,-0.11057375724344864,-5,0.34803316700000003,0.0,3.1999999999999993,0.39999999999999947,-0.12470942536505122,-0.0529748997903109
2016-2017,2016-11-27,Watford,Stoke,0,1,A,11,14,2,1,2.38,3.26,3.16,0.14767463405595702,0.0,0.1818180165290759,0.0714285204081997,0.0,0.0714285204081997,18,13,1.0,1.6,11.4,14.6,3.0,5.2,0.34545406322398575,0.36610617774515053,0.11727254161193965,0.1075162650957435,-0.250205061,-0.35084001,0.14767463405595702,5,0.10063494899999997,-0.6000000000000001,-3.1999999999999993,-2.2,-0.020652114521164777,0.00975627651619615
2016-2017,2016-12-03,West Ham,Arsenal,1,5,A,10,19,3,10,4.79,3.93,1.73,0.3635352973874375,0.8841309823677581,0.2999997000003,0.5263155124655198,0.0999999000001,0.2631577562327599,12,28,1.0,1.8,11.8,13.2,2.6,3.6,0.24181015122716917,0.2819441680266836,0.10191907361457968,0.1289284409617822,0.35134756100000003,0.7246789640000001,-0.5205956849803206,-16,-0.37333140300000006,-0.8,-1.3999999999999986,-1.0,-0.04013401679951442,-0.02700936734720251
2016-2017,2016-12-03,West Brom,Watford,3,1,H,11,17,3,5,2.16,3.27,3.65,0.0,0.159893894474042,0.2727270247936138,0.29411747404854466,0.2727270247936138,0.058823494809708936,17,18,1.6,0.8,10.6,12.8,3.0,3.0,0.25782804000414444,0.2818179165291759,0.13787865148661266,0.06727266661162716,-0.35033764700000003,-0.250205061,-0.159893894474042,-1,-0.10013258600000002,0.8,-2.200000000000001,0.0,-0.023989876525031484,0.0706059848749855
2016-2017,2016-12-03,Tottenham,Swansea,5,0,H,28,1,15,0,1.35,5.15,9.23,0.6025569760978322,0.0,0.5357140943878235,0.0,0.17857136479594116,0.0,24,9,1.2,1.6,14.8,10.8,4.8,4.8,0.34116857470005313,0.42995621497720327,0.08861464998140875,0.14317442655104548,0.849825768,-0.25106343600000003,0.6025569760978322,15,1.100889204,-0.40000000000000013,4.0,0.0,-0.08878764027715014,-0.05455977656963673
2016-2017,2016-12-03,Sunderland,Leicester,2,1,H,22,17,6,5,3.26,3.35,2.28,0.0,0.3324268295401351,0.27272714876038695,0.29411747404854466,0.09090904958679565,0.058823494809708936,8,13,1.2,1.6,7.8,9.8,2.4,2.4,0.30161567895829244,0.25493727858472026,0.16565624446569122,0.16499087796969092,-0.350344046,0.799983307,-0.3324268295401351,-5,-1.150327353,-0.40000000000000013,-2.000000000000001,0.0,0.04667840037357218,0.000665366496000297
2016-2017,2016-12-03,Man City,Chelsea,1,3,A,14,10,5,4,2.12,3.49,3.51,0.8791097935066807,0.9479280444038252,0.35714260204099857,0.3999996000004,0.0714285204081997,0.2999997000003,30,31,2.0,2.8,18.2,14.0,5.4,6.0,0.3026664746976445,0.43638549254532605,0.11942849081366695,0.19536004698257936,0.7505748720000001,0.152728823,-0.06881825089714444,-1,0.597846049,-0.7999999999999998,4.199999999999999,-0.5999999999999996,-0.13371901784768153,-0.07593155616891241
2016-2017,2016-12-03,Crystal Palace,Southampton,3,0,H,9,17,4,3,3.38,3.3,2.25,0.20558746628785543,0.31136176188671677,0.44444395061783265,0.1764704844291268,0.3333329629633745,0.0,11,17,2.0,0.6,13.4,10.8,4.8,3.4,0.4059088323938016,0.24492581756539766,0.17972721692057586,0.05562428698912255,-0.30005833600000004,0.44823103200000003,-0.10577429559886134,-6,-0.748289368,1.4,2.5999999999999996,1.4,0.16098301482840394,0.1241029299314533
2016-2017,2016-12-03,Stoke,Burnley,2,0,H,10,14,4,4,1.62,3.92,5.92,0.0,0.03851898085196496,0.3999996000004,0.2857140816327988,0.1999998000002,0.0,16,14,1.4,1.2,13.8,9.0,4.2,3.6,0.3137252521971402,0.3752376489197348,0.09957975930083336,0.1073014873067231,-0.35084001,0.0,-0.03851898085196496,2,-0.35084001,0.19999999999999996,4.800000000000001,0.6000000000000001,-0.06151239672259462,-0.007721728005889744
2016-2017,2016-12-04,Bournemouth,Liverpool,4,3,H,12,10,8,3,4.59,3.89,1.76,0.13332509830564304,0.6618443637012105,0.6666661111115741,0.2999997000003,0.33333305555578707,0.2999997000003,15,30,0.6,2.8,12.6,21.6,3.2,8.6,0.2397472644486053,0.384260634137678,0.05353530002046283,0.12377834270396999,-0.548392375,0.324947709,-0.5285192653955675,-15,-0.8733400840000001,-2.1999999999999997,-9.000000000000002,-5.3999999999999995,-0.14451336968907272,-0.07024304268350717
2016-2017,2016-12-04,Everton,Man United,1,1,D,13,10,6,2,3.59,3.4,2.13,0.3677145739402549,1.0,0.46153810650914884,0.1999998000002,0.07692301775152481,0.0999999000001,19,20,0.8,1.0,13.0,18.2,4.2,6.4,0.2516869818118153,0.36607685250402,0.04781509700552602,0.09509794433240604,0.100197865,0.349578226,-0.632285426059745,-1,-0.249380361,-0.19999999999999996,-5.199999999999999,-2.2,-0.11438987069220469,-0.04728284732688002
2016-2017,2016-12-05,Middlesbrough,Hull,1,0,H,16,6,4,2,1.79,3.47,5.09,0.0,0.0,0.24999984375009765,0.33333277777870374,0.06249996093752441,0.0,12,11,1.0,0.6,8.8,10.0,2.6,3.4,0.3360601149457005,0.3234637008512747,0.14666643555594075,0.08666653555576075,0.0,0.0,0.0,1,0.0,0.4,-1.1999999999999993,-0.7999999999999998,0.0125964140944258,0.059999900000180004
2016-2017,2016-12-10,Leicester,Man City,4,2,H,10,19,6,4,4.99,3.95,1.7,0.3070224198628868,0.9518512739350438,0.5999994000006,0.21052620498620792,0.3999996000004,0.10526310249310396,13,30,1.2,2.0,9.8,18.2,2.6,5.8,0.2667019775466621,0.3312378828609244,0.14146148004580733,0.11942849081366695,0.799983307,0.7505748720000001,-0.644828854072157,-17,0.04940843499999992,-0.8,-8.399999999999999,-3.1999999999999997,-0.06453590531426234,0.02203298923214038
2016-2017,2016-12-10,Arsenal,Stoke,3,1,H,21,12,6,5,1.36,5.19,8.83,0.8165647581989995,0.0,0.28571414965992875,0.4166663194447338,0.14285707482996438,0.08333326388894677,31,19,2.8,1.4,15.2,13.4,4.6,3.8,0.2760962828653294,0.2937252555304842,0.18155999220833413,0.10624641374529467,0.7246789640000001,-0.35084001,0.8165647581989995,12,1.075518974,1.4,1.799999999999999,0.7999999999999998,-0.017628972665154785,0.07531357846303946
2016-2017,2016-12-10,Burnley,Bournemouth,3,2,H,16,17,7,4,3.36,3.37,2.24,0.035575319622012234,0.14435701388734087,0.4374997265626709,0.23529397923883574,0.18749988281257324,0.11764698961941787,14,18,0.8,1.4,10.0,13.4,3.8,4.6,0.3657138726536197,0.34808051792088107,0.06285709224493982,0.12020191113162024,0.0,-0.548392375,-0.10878169426532863,-4,0.548392375,-0.5999999999999999,-3.4000000000000004,-0.7999999999999998,0.017633354732738638,-0.057344818886680415
2016-2017,2016-12-10,Hull,Crystal Palace,3,3,D,15,14,6,6,3.33,3.29,2.29,0.0,0.22259869374289473,0.39999973333351113,0.42857112244919826,0.19999986666675557,0.21428556122459913,11,14,0.6,2.4,9.4,10.6,3.4,4.2,0.34568586134523216,0.43392808376499376,0.08666653555576075,0.23769816112005443,0.0,-0.30005833600000004,-0.22259869374289473,-3,0.30005833600000004,-1.7999999999999998,-1.1999999999999993,-0.8000000000000003,-0.0882422224197616,-0.15103162556429367
2016-2017,2016-12-10,Watford,Everton,3,2,H,11,11,6,4,3.06,3.28,2.44,0.14767463405595702,0.39814092418804753,0.5454540495872277,0.3636360330581518,0.2727270247936138,0.1818180165290759,18,20,1.0,0.8,14.2,11.6,3.6,3.8,0.3006414513388448,0.2639946431136251,0.07903736557356895,0.05319970555582848,-0.250205061,0.100197865,-0.25046629013209054,-2,-0.350402926,0.19999999999999996,2.5999999999999996,-0.19999999999999973,0.03664680822521971,0.025837660017740474
2016-2017,2016-12-10,Swansea,Sunderland,3,0,H,14,11,5,2,2.13,3.45,3.55,0.0,0.0,0.35714260204099857,0.1818180165290759,0.21428556122459913,0.0,9,11,1.6,1.6,8.8,10.2,3.8,3.2,0.33904720671266536,0.3161611487103298,0.14317442655104548,0.18383805438305037,-0.25106343600000003,-0.350344046,0.0,-2,0.09928060999999999,0.0,-1.3999999999999986,0.5999999999999996,0.022886058002335563,-0.04066362783200489
